fa_year,disease,general,exposure,mean_hourly,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,unit_original,continent,country,cohort,fu,n,population,incidence,male_pct,mean_temp,Molecular.weight,Type.of.ES,Statistical.method,Population,Outcome,stratification
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,7-12,1.07,0.95,1.2,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,13-18,1.07,0.95,1.19,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,19-24,1,0.89,1.12,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,1-6,1.03,0.94,1.11,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,7-12,1.02,0.94,1.12,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,13-18,1.04,0.95,1.14,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,19-24,1.09,1,1.18,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,1-6,1.02,0.94,1.12,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,7-12,1.02,0.94,1.12,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,13-18,1.01,0.93,1.1,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,19-24,1.02,0.94,1.11,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,1-6,1.01,0.78,1.31,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,7-12,1.06,0.82,1.37,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,13-18,0.95,0.75,1.2,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,19-24,0.93,0.73,1.18,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,1-6,0.94,0.82,1.07,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,7-12,0.96,0.84,1.1,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,13-18,0.98,0.86,1.11,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,19-24,0.95,0.84,1.07,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (summer)
Zhou et al. (2023),Respiratory,y,PM10,49.6,0-24,1.016,0.967,1.067,NA,NA,34,μg/m3,Asia,China,Shenzhen Ambulance Emergency Center,7 (2013-2019),137960,17560061,0.001122352105,0.643,NA,NA,OR,Conditional logistic regression,General,EAC,cold
Zhou et al. (2023),Respiratory,y,PM10,49.6,0-24,1.028,0.987,1.07,NA,NA,34,μg/m3,Asia,China,Shenzhen Ambulance Emergency Center,7 (2013-2019),137960,17560061,0.001122352105,0.643,NA,NA,OR,Conditional logistic regression,General,EAC,warm
Zhou et al. (2023),Respiratory,y,PM2.5,32.2,0-24,1.013,0.974,1.054,NA,NA,24,μg/m3,Asia,China,Shenzhen Ambulance Emergency Center,7 (2013-2019),137960,17560061,0.001122352105,0.643,NA,NA,OR,Conditional logistic regression,General,EAC,cold
Zhou et al. (2023),Respiratory,y,PM2.5,32.2,0-24,1.026,0.991,1.062,NA,NA,24,μg/m3,Asia,China,Shenzhen Ambulance Emergency Center,7 (2013-2019),137960,17560061,0.001122352105,0.643,NA,NA,OR,Conditional logistic regression,General,EAC,warm
