fa_year,disease,general,exposure,mean_hourly,unit_original,mean_temp,mean_adjusted,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,country,continent,cohort,fu,n,male_pct,Outcome,Type.of.ES,Statistical.method,Population,RoB,Note,log.EE,log.SE,alog.EE,alog.SE
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,12,1.0246,0.9946,1.0542,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02430229252,0.01484612708,0.01883898645,0.01150862564
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,13,1.0331,1.0031,1.0641,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.03256399087,0.01505973637,0.02524340378,0.01167421424
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,14,1.0397,1.0096,1.0702,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.03893221,0.01487023829,0.03018000775,0.0115273165
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,15,1.0425,1.0115,1.073,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.04162167469,0.0150571648,0.0322648641,0.01167222078
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,16,1.042,1.0115,1.073,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.04114194333,0.0150571648,0.03189297933,0.01167222078
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,17,1.0387,1.0077,1.0692,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.03796993125,0.01511229566,0.02943405523,0.01171495787
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,18,1.0345,1.0035,1.0655,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0339182182,0.01529343962,0.02629319241,0.01185537955
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,19,1.0322,1.0021,1.0631,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.03169244673,0.01507432914,0.02456778816,0.01168552647
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,20,1.0312,1.0007,1.0622,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.03072317264,0.01521491681,0.0238164129,0.01179450915
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,21,1.0293,0.9984,1.0608,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02887895955,0.01546546475,0.02238679035,0.01198873236
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,22,1.0265,0.996,1.058,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02615495748,0.01540519256,0.02027516083,0.01194200974
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,23,1.0223,0.9918,1.0533,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02205499078,0.0153474229,0.01709689208,0.01189722706
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,24,1.0157,0.9862,1.0467,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01557802996,0.01518838344,0.01207599222,0.01177394065
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,1,1.0162,0.979,1.0547,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01607018018,0.0190000007,0.005321251714,0.006291390961
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,2,1.0135,0.9758,1.0516,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01340968691,0.01908429731,0.004440293679,0.006319303747
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,3,1.0123,0.9747,1.0508,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01222496962,0.01917788941,0.004048003186,0.006350294505
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,4,1.0111,0.9743,1.0496,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01103884712,0.01899111065,0.003655247389,0.006288447236
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,5,1.0072,0.9703,1.0457,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.007174203748,0.01909094249,0.002375564155,0.006321504137
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,6,1.0009,0.9645,1.039,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0008995952428,0.01898065274,0.0002978792195,0.006284984352
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,7,0.997,0.9609,1.0347,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.00300450902,0.01887664881,-0.0009948705365,0.006250545963
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,8,0.9951,0.959,1.0323,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.004912044361,0.01878916495,-0.001626504755,0.006221577797
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,9,0.9958,0.9597,1.0327,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.004208844774,0.01870185588,-0.00139365721,0.00619266751
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,10,0.9978,0.9617,1.0347,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.002202423555,0.01866435125,-0.0007292793229,0.006180248758
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,11,0.9951,0.9594,1.0319,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.004912044361,0.0185839166,-0.001626504755,0.006153614767
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,12,0.9919,0.9562,1.0288,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.00813298323,0.01866868808,-0.002693040805,0.006181684796
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,13,0.9864,0.9507,1.0229,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01369332713,0.01867307502,-0.004534214282,0.006183137425
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,14,0.9809,0.9452,1.0178,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01928476141,0.0188781043,-0.006385682587,0.006251027913
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,15,0.9805,0.9456,1.0174,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01969263335,0.01866989432,-0.006520739518,0.006182084212
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,16,0.9817,0.9456,1.0182,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01846951628,0.01887040684,-0.006115733869,0.006248479086
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,17,0.9837,0.9484,1.0206,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01643430646,0.01871673838,-0.005441823332,0.006197595489
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,18,0.9888,0.9527,1.0257,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01126319228,0.01883431801,-0.003729533867,0.006236529143
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,19,0.9911,0.9558,1.028,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.008939841569,0.01857697956,-0.00296021244,0.006151317735
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,20,0.9935,0.9578,1.0308,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.00652121699,0.01873762522,-0.002159343374,0.006204511663
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,21,0.9978,0.9613,1.0351,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.002202423555,0.01886907763,-0.0007292793229,0.006248038951
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,22,1.0009,0.9648,1.0386,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0008995952428,0.01880308812,0.0002978792195,0.00622618812
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,23,1.008,0.9715,1.0461,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.007968169649,0.01887320753,0.002638466771,0.006249406468
Sahlén et al. (2018),STEMI,y,O3,51.1,μg/m3,NA,51.1,24,1.0155,0.9786,1.0539,NA,NA,30.2,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01538110204,0.01891068089,0.005093080145,0.006261814864
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,1,1.0019,0.9874,1.0156,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.001898197283,0.007183577552,0.0007163008615,0.002710783982
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,2,1.0003,0.987,1.0144,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.000299955009,0.006985342921,0.0001131905694,0.002635978461
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,3,0.9991,0.9851,1.0136,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.0009004052432,0.007275630139,-0.0003397755635,0.002745520807
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,4,0.998,0.9839,1.0124,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.002002002671,0.007284378265,-0.0007554727059,0.002748821987
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,5,0.9991,0.9847,1.014,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.0009004052432,0.007479887219,-0.0003397755635,0.00282259895
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,6,1.0003,0.9851,1.016,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.000299955009,0.007878946244,0.0001131905694,0.002973187262
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,7,1.0031,0.9874,1.0187,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.003095204907,0.007961060656,0.001168001852,0.003004173832
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,8,1.0038,0.9878,1.0199,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.003792798239,0.008158064834,0.001431244618,0.003078515032
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,9,1.0034,0.987,1.0199,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.003394233068,0.00836475072,0.001280842667,0.003156509706
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,10,1.0042,0.987,1.0203,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.004191204618,0.008464780931,0.001581586648,0.003194256955
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,11,1.0058,0.9886,1.0218,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.005783244756,0.008426340822,0.002182356512,0.003179751254
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,12,1.0074,0.9901,1.0238,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.007372754329,0.008538399463,0.002782171445,0.003222037533
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,13,1.0081,0.9917,1.025,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.008067371078,0.008425318719,0.003044290973,0.003179365555
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,14,1.0093,0.9929,1.0261,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.009257021263,0.008390442048,0.003493215571,0.003166204546
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,15,1.0089,0.9929,1.0254,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.008860628432,0.008216353395,0.003343633371,0.003100510715
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,16,1.0054,0.9894,1.0218,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.005385472276,0.008219989312,0.002032253689,0.003101882759
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,17,1.0038,0.9882,1.0199,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.003792798239,0.008054784654,0.001431244618,0.003039541379
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,18,1.0031,0.9882,1.0187,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.003095204907,0.007754458465,0.001168001852,0.002926210742
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,19,1.0023,0.9874,1.0171,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.002297359049,0.007560074951,0.0008669279429,0.002852858472
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,20,1.0027,0.9874,1.0167,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.002696361548,0.007459729963,0.001017494924,0.002814992439
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,21,1.0031,0.989,1.0171,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.003095204907,0.007147037757,0.001168001852,0.00269699538
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,22,1.0019,0.9882,1.016,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.001898197283,0.007077429012,0.0007163008615,0.002670727929
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,23,1.0015,0.9874,1.0152,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.001498876124,0.00708308433,0.0005656136316,0.002672862011
Sahlén et al. (2018),STEMI,y,PM10,38.4,μg/m3,NA,38.4,24,0.9991,0.9851,1.0128,NA,NA,26.5,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.0009004052432,0.007074207278,-0.0003397755635,0.00266951218
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,1,1.0105,0.9863,1.0355,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01044525786,0.01241814104,0.01111197645,0.01321078834
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,2,1.0105,0.9859,1.0355,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01044525786,0.01252162022,0.01111197645,0.01332087257
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,3,1.0121,0.9867,1.0371,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01202738021,0.01270856983,0.01279508533,0.01351975514
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,4,1.0098,0.9844,1.0355,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.009752291443,0.01291004141,0.01037477813,0.0137340866
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,5,1.0109,0.9855,1.0375,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01084102318,0.01311737896,0.01153300338,0.01395465847
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,6,1.0125,0.9863,1.0391,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01242252,0.01330348594,0.01321544681,0.01415264462
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,7,1.0109,0.9848,1.0379,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01084102318,0.01339697579,0.01153300338,0.01425210191
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,8,1.0148,0.9887,1.0422,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01469154874,0.01344341673,0.01562930717,0.01430150716
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,9,1.0129,0.9867,1.0402,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01281750371,0.01346995905,0.01363564225,0.01432974367
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,10,1.0141,0.9875,1.0406,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01400151964,0.0133612888,0.01489523366,0.01421413702
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,11,1.0164,0.9902,1.0426,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01626697246,0.01315457383,0.01730528986,0.01399422748
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,12,1.0195,0.993,1.0461,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01931231103,0.01328917814,0.02054501174,0.01413742355
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,13,1.0191,0.9926,1.0457,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01891988485,0.01329439629,0.02012753708,0.01414297478
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,14,1.0195,0.9938,1.0461,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01931231103,0.01308374061,0.02054501174,0.01391887299
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,15,1.0176,0.991,1.0438,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0174469136,0.01324200124,0.01856054639,0.01408723537
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,16,1.0141,0.9887,1.0406,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01400151964,0.01305147958,0.01489523366,0.01388455274
Sahlén et al. (2018),STEMI,y,PM2.5,13.5,μg/m3,NA,13.5,17,1.0148,0.9891,1.0414,NA,NA,9.4,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01469154874,0.01314433724,0.01562930717,0.01398333749
